Fuel: 0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 84.232002
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 83.938004
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 83.685997
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 83.391998
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 83.098000
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 82.846001
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 82.552002
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 82.258003
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 82.005997
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 81.711998
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 81.459999
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 81.166000
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 80.872002
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 80.620003
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 80.311996
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 80.017998
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 79.765999
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 79.472000
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 79.178001
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 78.926003
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 78.632004
Altitude:-0.000975
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:28.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.000000
y:590.000000
0.000000
0:0.000000
0.000000
Thrust:0.000000
Rotn:1.000000
Fuel: 78.589996
Altitude:-0.002025
x:525.040405
0.0000
